State,District,PC1,PC2,PC3,Cluster_ID
Jharkhand,Jamtara,-1.3189718082921724,-0.0945464372250791,0.1260516625455784,2
Jharkhand,Ranchi,0.2530242397033814,-1.251992971795256,-0.0026367383307947,1
Jharkhand,Khunti,-1.4898650497542438,0.030884290847114,0.14320954736881,2
Jharkhand,Gumla,-1.1617226749894538,-0.2100228590070778,0.1107437673079888,2
Jharkhand,Simdega,-1.4336113570567377,-0.010650698455515,0.1395306776354252,2
Jharkhand,Pashchimi Singhbhum,-0.8965121841420592,-0.4036315198046721,0.0757394925584899,2
Jharkhand,Saraikela-Kharsawan,-1.118740520728649,-0.241924962037382,0.1092607890921589,2
Orissa,Bargarh,-0.9994300900056567,-0.8043281615923645,-0.0051230285560957,2
Orissa,Jharsuguda,-1.6390276828281174,-0.3339280723999922,0.0514707493343451,2
Orissa,Sambalpur,-1.310569612897873,-0.5755175229693449,0.0225741564393401,2
Orissa,Debagarh,-1.8480109136210656,-0.1798419012365423,0.0668709716307913,2
Orissa,Sundargarh,-0.5831522525882594,-1.110131258697632,-0.0447830711032205,2
Orissa,Kendujhar,-0.8446453245492919,-0.9167362768761812,-0.0302490346507108,2
Orissa,Mayurbhanj,-0.4114136053420711,-1.2338624254842143,-0.0805666186567837,1
Orissa,Baleshwar,-0.3512925606325787,-1.2820513817000745,-0.0541426978890207,1
Orissa,Bhadrak,-0.9316001765531308,-0.8552013641100186,-0.0032385248420939,2
Orissa,Kendrapara,-0.9585425510424282,-0.8357777884313509,0.0022743561995198,2
Orissa,Jagatsinghapur,-1.1768132236872189,-0.6751871226642204,0.021102159286104,2
Orissa,Cuttack,-0.0319783684766191,-1.518940763035057,-0.0660481493510312,1
Orissa,Jajapur,-0.708964399714811,-1.0188441864489322,-0.0237169347948909,2
Orissa,Dhenkanal,-1.1875756803272373,-0.666278404596944,0.0141162356031077,2
Orissa,Anugul,-1.1366822149115925,-0.703579160199147,0.0085782435150925,2
Orissa,Nayagarh,-1.3476134375219373,-0.5486380234891248,0.0287675926418232,2
Orissa,Khordha,-0.3084023332713675,-1.3154045366532905,-0.0434811748990794,1
Orissa,Puri,-0.7555984804522281,-0.9854238039842602,-0.0125801473080551,2
Orissa,Ganjam,0.4073349174841494,-1.838050080349697,-0.1367994413609558,1
Orissa,Gajapati,-1.7157281772989563,-0.2760287177849487,0.0463580423475166,2
Orissa,Kandhamal,-1.5855582548835638,-0.3721586994932314,0.0379958128970306,2
Orissa,Baudh,-1.761357851633701,-0.2434814497852323,0.0584801023635221,2
Orissa,Subarnapur,-1.631661171431916,-0.3390620204139573,0.0485505867065622,2
Orissa,Balangir,-0.9675072249502756,-0.8260894274329293,-0.0216675207408908,2
Orissa,Nuapada,-1.684151164217291,-0.2994196477792876,0.0449003284874952,2
Orissa,Kalahandi,-1.060594667115224,-0.7568002259221874,-0.0200387690611247,2
Orissa,Rayagada,-1.49466269920439,-0.4375171660034569,0.0180312545093941,2
Orissa,Nabarangapur,-1.3680072308912992,-0.5296258812084708,-0.0014999207361938,2
Orissa,Koraput,-1.2575636548264402,-0.6108111760598306,-0.0116065607902941,2
Orissa,Malkangiri,-1.712133138793204,-0.2782488095073574,0.0426521509163717,2
Chhattisgarh,Koriya,-1.3971832382370386,-0.0459429682528325,-0.0557322399893625,2
Chhattisgarh,Surguja,-0.3499237374530445,-0.8130232849159151,-0.1734894010247349,1
